,Scaler,kernel,mean_test_score,std_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,best_param
0,SScalerANNC,tru,0.52,0.05703413505948407,0.11912393569946289,0.02807854901613554,0.014075899124145507,0.0006276838936205757,"{'ANNC__kernel': 'tru', 'ANNC__gamma': 4.281332398719396}"
1,SScalerANNC,radial_basic,0.6127272727272727,0.18250778314661245,0.08432869911193848,0.00899461535205062,0.01260371208190918,0.004281282047588877,"{'ANNC__kernel': 'radial_basic', 'ANNC__gamma': 0.615848211066026}"
