,Scaler,kernel,mean_test_score,std_test_score,mean_fit_time,std_fit_time,mean_score_time,std_score_time,best_param
0,SScalerANNC,cosine,0.9842944785276073,0.0047457864063346605,11.148364114761353,1.3089827852590272,2.253916931152344,0.49104013236996025,"{'ANNC__kernel': 'cosine', 'ANNC__gamma': np.float64(0.0006951927961775605)}"
1,SScalerANNC,sigmoid,0.9845398773006135,0.003848929359842462,7.090402126312256,2.0989417654334335,1.2696336269378663,0.26356114759590904,"{'ANNC__kernel': 'sigmoid', 'ANNC__gamma': np.float64(0.0006951927961775605)}"
2,SScalerANNC,can,0.9815950920245399,0.006399217084861459,15.15343942642212,0.2236461825174056,3.522469997406006,0.5707465216602291,"{'ANNC__kernel': 'can', 'ANNC__gamma': np.float64(10000.0)}"
